"GSM2552104"	"GSM2552105"	"GSM2552106"	"GSM2552107"	"GSM2552108"	"GSM2552109"	"GSM2552110"	"GSM2552111"	"GSM2552112"	"GSM2552113"	"GSM2552114"	"GSM2552115"	"GSM2552116"	"GSM2552117"	"GSM2552118"	"GSM2552119"	"GSM2552120"	"GSM2552121"	"GSM2552122"	"GSM2552123"	"GSM2552124"	"GSM2552125"	"GSM2552126"	"GSM2552127"	"GSM2552128"	"GSM2552129"	"GSM2552130"	"GSM2552131"	"GSM2552132"	"GSM2552133"	"GSM2552134"	"GSM2552135"	"GSM2552136"	"GSM2552137"	"GSM2552138"	"GSM2552139"	"GSM2552140"	"GSM2552141"	"GSM2552142"
"hsa_miR_4478"	1.76259	1.499773	0.9163718	2.00921	1.202305	1.255073	2.166856	2.021863	2.993874	0.6842545	0.8815107	0.816038	1.66293	1.293763	1.386957	1.248073	1.54769	0.7242473	1.356042	1.647294	0.520053	1.318755	1.614885	1.126134	1.012493	1.082239	1.459171	1.29194	1.261977	1.367787	2.972852	1.053262	2.180981	1.11385	0.5282924	1.026951	1.165185	0.8243001	1.176511
"hsa_miR_3689c"	1.375025	1.347666	0.7931275	1.100384	0.6408442	0.5642022	0.7696807	0.8115542	0.8573503	0.8858208	0.6994751	0.7712364	0.706249	0.8753123	1.39595	1.040878	1.352949	1.221607	0.9914073	0.8256915	0.8169827	1.131876	0.6292458	0.7429351	0.966032	0.8818142	0.6498759	1.192283	1.125635	0.8853527	0.8365662	0.9397335	0.6841636	0.651371	0.6473602	1.203118	1.260075	0.656744	0.8520639
"hsa_miR_3689d"	0.6526186	0.897489	0.7496189	0.5439647	1.194924	0.8642364	0.8358812	0.8362005	0.8218633	0.8687109	1.117743	0.7275681	0.6567441	0.5591159	0.920629	0.8362005	0.863917	0.7558092	0.726447	0.9892238	0.8237447	1.316578	1.07836	0.8443123	0.9165271	0.7275681	0.9258207	0.9581231	0.9801561	0.5527669	0.9259803	0.6144106	1.006413	1.579947	0.7816823	1.294984	0.9050342	0.5066757	0.8042223
"hsa_miR_3689e"	0.8078035	0.8072866	0.5459322	0.934992	1.000605	0.621655	1.329818	1.425483	0.5101805	0.9659296	0.9466341	0.9143112	1.155857	0.7277734	1.106605	0.8356417	0.9644637	1.044775	1.207567	0.9211893	0.7535632	1.080028	1.150875	1.024866	0.9165271	1.082239	0.8594542	0.9647737	0.6384591	0.9486558	0.7887295	0.6973929	0.9800459	0.9511085	0.961048	0.8655853	1.483701	1.004755	1.360924
"hsa_miR_3689f"	0.906906	0.8690102	1.02379	0.8078209	0.7194775	0.7865568	1.226154	0.9223428	1.034463	1.035138	0.8892579	0.6297619	0.5798935	0.9921103	0.862108	0.7469999	0.8581772	0.9738833	0.5991988	0.8303204	0.7952659	0.8484209	0.8935179	0.6522175	0.8014331	0.87865	0.8348222	0.7517551	0.8864787	0.6771884	0.6543294	0.9900436	0.9726378	1.073779	0.8069289	0.6851987	0.8787496	1.030002	0.7761865
"hsa_miR_4479"	2.229191	0.6651539	1.178178	1.716153	1.693588	1.064632	1.096535	1.143341	2.324072	0.973891	1.846646	2.923532	0.9793847	1.14365	1.434114	2.021302	2.453795	1.03082	2.017373	1.882902	1.2085	1.295215	1.348309	2.10628	1.315448	1.308945	1.321484	0.8884202	1.314556	1.478155	1.608834	1.487882	1.374936	1.398427	1.249738	1.066518	0.8132269	1.237348	1.660494
"hsa_miR_3155b"	0.8627495	0.695416	1.089445	1.074223	0.6598293	0.6985623	0.8465518	1.030528	0.9860253	0.6689528	1.074745	1.351597	1.206347	0.7246981	1.051827	0.6567441	1.142882	0.6722466	0.8466158	0.8040863	0.8044871	0.6567441	0.6900662	1.147151	0.6385483	0.7589041	0.8849013	0.5299469	0.8044871	0.8483974	0.8197986	0.8436455	0.934994	1.274636	0.7250038	0.4136129	1.095966	0.6338242	0.6408442
"hsa_miR_548ak"	1.088056	0.858218	0.8107359	0.7955718	1.090264	0.7135749	0.8829803	1.080722	1.123664	0.9182523	1.089758	1.001038	0.5283997	0.7851326	1.070451	1.125447	0.9530696	0.663871	0.7458441	0.7761866	1.115151	0.731879	0.8992577	0.7785194	0.9664117	1.157374	0.7577528	0.5747672	0.8411318	1.278565	0.9552449	1.220887	0.8969455	1.049846	0.6729902	0.7412914	0.8411318	0.5515494	0.8652866
"hsa_miR_4480"	0.6791077	1.153711	0.7835369	1.16231	1.122371	0.8362005	1.074968	1.060258	0.8326237	1.091437	1.048296	0.5547251	0.5841913	0.8409242	1.040657	1.29204	0.7668731	0.7525516	0.7477685	0.7554334	0.4761304	0.8789389	1.182161	0.8557813	0.5169822	1.256113	0.9814426	1.107305	0.4773006	0.524731	0.5817766	0.8764534	1.225963	0.6888797	0.8122394	1.314884	1.284853	0.9188507	0.6408442
"hsa_miR_4481"	2.037056	1.112992	1.286719	2.742367	2.414809	1.237774	1.698639	2.229191	2.432992	1.244678	1.763502	1.464595	2.214048	1.522525	1.772158	2.695515	1.778132	1.416287	3.051831	1.84037	1.422317	2.07817	1.561393	1.824312	2.359645	2.179216	2.171315	1.621959	1.982234	1.623096	2.20078	2.196742	1.703574	1.073133	1.512166	2.643107	1.668215	2.872811	2.254271
"hsa_miR_4482_5p"	1.269822	1.30252	0.9624022	0.8690211	0.6110775	0.8746274	1.117754	0.9307941	1.093897	0.8791019	0.7808579	1.123664	1.011111	1.105072	0.7755551	1.240153	0.9782375	0.9579478	0.8386961	1.154496	0.9228933	0.5836716	0.8992578	0.6814997	1.193759	1.404348	0.7916067	1.002741	1.187414	0.7972487	1.093665	1.048593	1.016804	1.168241	1.138169	0.9023438	1.252156	0.690598	0.6329246
"hsa_miR_4482_3p"	0.6966178	0.7023062	1.061827	1.229673	0.8501338	1.310452	1.14752	0.7157129	0.895658	1.261758	2.111049	0.8954216	0.6990325	1.58061	0.778285	1.290361	0.9062054	1.33534	0.8414261	0.9618094	1.440694	0.7191239	0.9926672	1.641066	0.8308342	1.124527	1.077049	0.9830829	1.530235	0.8097708	0.8939071	1.14074	0.8926847	0.933612	0.961048	1.248893	0.8001164	1.047044	1.163323
"hsa_miR_4483"	1.129753	1.285193	0.9239754	1.087934	0.6408442	0.5460103	0.7832757	0.6879167	0.6938379	0.8476025	0.843321	0.5444391	0.8406751	0.4310905	0.6047827	0.6894405	0.8319553	0.9179693	0.8495435	0.9522174	0.6144482	0.8686529	0.5797408	0.941826	0.7761865	0.7370875	0.7392926	0.6738404	0.7735803	0.7865843	0.8873928	0.8656589	0.6390179	0.9516674	0.961048	1.052368	0.6861089	0.641238	0.808883
"hsa_miR_4484"	9.24834	7.047473	8.890712	8.087462	7.744382	6.633537	6.627206	6.802171	6.674425	6.465835	6.940751	8.194655	6.728287	6.236801	8.015128	8.603487	6.649336	6.984391	8.425107	6.720086	7.453155	6.690322	8.103317	7.163417	9.920515	10.56822	6.49037	7.218822	7.39281	6.967859	6.487839	7.101492	8.373165	9.880529	10.12651	9.760597	9.433908	10.24398	6.591145
"hsa_miR_4485"	6.210403	4.427279	4.277082	6.686621	7.641867	6.990527	6.637629	6.22718	6.523263	7.638979	6.520023	3.551889	6.059558	5.847589	6.554202	6.51073	7.597948	1.235714	7.684538	5.286227	6.46843	7.052841	4.474638	7.01941	5.752687	6.558225	4.332753	5.878456	9.013519	6.038213	6.235803	5.965556	6.018017	4.563472	4.741725	7.040329	7.162042	4.794936	5.304955
"hsa_miR_4486"	5.735534	5.464889	4.831265	5.752843	5.549373	5.181199	5.659228	4.84137	5.408687	5.339794	6.121618	7.082933	7.014422	5.765928	6.176155	6.391818	5.860038	5.622623	5.164782	5.720458	4.826027	4.743328	5.340039	5.098435	5.043406	4.832927	6.03935	4.462442	4.898339	5.545451	5.292487	6.015436	5.053777	5.785071	6.007537	5.831043	5.094877	4.789855	5.642329
"hsa_miR_4487"	4.202197	4.784385	4.278668	4.775329	4.654568	4.985708	1.856252	3.277251	3.773873	4.0115	3.534366	3.412627	3.081747	3.776238	3.587388	4.578543	3.337637	4.469715	5.351057	3.586793	3.954068	4.464319	3.233707	4.146901	4.387621	3.41307	3.951231	4.466259	4.034009	4.831069	3.297626	4.333558	4.606491	5.194194	4.782991	4.747266	4.875208	5.210569	4.292192
"hsa_miR_4488"	11.2058	11.11854	10.32679	11.0558	11.06247	11.08448	10.70467	10.41736	10.25595	10.33166	11.54504	11.62697	12.05974	11.01062	11.0482	11.60018	11.25003	11.03125	10.89057	10.80398	10.57011	10.12729	11.36903	11.00645	10.94916	10.79479	11.34493	10.27212	10.8784	10.8784	9.545814	11.2378	10.07222	11.22932	11.86856	11.85886	10.89676	11.26527	11.10954
"hsa_miR_4489"	0.6674349	1.143903	1.433989	1.079566	1.75317	0.4406054	0.9249315	1.075985	1.582835	1.103553	0.7170047	0.929935	0.5254691	0.6353379	0.6880952	0.5521964	0.705071	0.7409684	0.7141612	0.9821962	1.240517	0.9444007	1.567343	0.9677094	1.229737	0.6984723	0.9746376	1.072569	1.277178	0.9449123	1.766348	0.7876328	1.623952	0.6880952	0.8719223	1.319243	0.87738	1.317093	1.124214
"hsa_miR_548al"	1.117342	0.9450057	1.042362	1.057493	0.836971	0.8384555	1.604747	0.9545872	0.5124355	0.9905981	0.9508842	0.915732	0.6764821	0.9832198	0.9018613	1.035799	0.6959308	0.3921679	0.6567441	1.110991	0.7468162	0.658999	1.256969	0.7591621	0.9910386	1.269921	1.031959	1.070841	1.115389	0.7775463	0.9817052	1.07836	0.8101004	1.398427	1.030791	0.898532	1.026619	1.202261	1.108485
"hsa_miR_4490"	1.037565	0.9609401	1.029339	1.412116	1.194924	1.472304	0.6567441	1.013454	1.300917	1.534818	0.882983	1.005483	1.157546	1.415838	1.262393	1.676744	1.189465	1.310038	1.141894	1.025542	1.599315	0.7636338	0.9050269	1.150249	0.5424276	1.21618	0.7577528	1.338711	1.999275	0.8278262	1.258407	1.873765	1.051306	1.401156	1.816606	1.148767	2.322725	1.182009	1.211227
"hsa_miR_4491"	1.251058	1.306165	0.9784158	0.7010385	0.6818765	1.033974	1.100418	0.7045783	0.8122464	0.9092556	1.305502	0.7987052	0.9092556	0.9134771	0.7944105	0.5251218	0.7010385	0.5487436	0.9316112	0.9231665	0.8373644	0.895193	0.7301532	1.237687	0.9201727	1.259759	0.6047302	0.8413181	1.200401	0.7807242	1.206689	0.9092556	0.9550362	0.9516674	0.7926181	0.6097264	1.495196	0.8356509	1.365128
"hsa_miR_4492"	7.673335	7.065115	6.86382	8.144951	8.914016	8.254955	9.525678	7.750054	6.717496	7.998211	6.96397	7.704213	8.298807	7.1059	8.066392	9.663639	8.716793	7.429364	9.533269	7.723148	7.331498	8.853539	7.439404	6.960495	8.348599	8.278715	8.469518	7.470229	9.347192	8.597758	8.288309	8.1458	6.882141	8.351237	8.163662	9.455127	8.267883	8.040306	7.857154
"hsa_miR_4493"	0.8293308	0.8108158	1.371313	1.091907	0.6408442	1.002993	1.007683	0.8455954	0.7768644	0.8500699	0.8613271	0.9164474	0.6934133	0.5817672	0.6008257	0.6934133	0.5537961	0.9561902	0.8495861	1.116069	0.7209139	0.9005314	0.8682767	0.6345245	0.9531963	1.005984	0.9119625	0.7559768	1.183041	0.9701831	1.154498	1.047379	0.8172402	0.8128557	1.168664	0.5284358	0.5737492	0.8644954	0.8902286
"hsa_miR_4494"	1.203876	1.717463	0.8745326	0.92826	0.6577176	0.8875199	1.001063	1.260386	0.9982243	1.226785	0.8106246	0.7650292	1.114327	0.7773269	0.9813509	1.18314	1.016972	0.8506759	0.8634891	0.8430817	0.6390179	0.9037142	0.4463603	1.151044	1.111629	0.6317556	0.8073063	1.070841	0.8478056	0.8446996	1.372426	0.6172408	1.169249	0.8899919	0.6844895	0.9152364	0.7389728	0.4077833	0.760986
"hsa_miR_4495"	1.272091	0.9489428	0.8755195	0.8676726	0.9186503	0.9232469	1.28874	0.9537554	1.084254	0.95148	0.7528366	0.6407517	0.8001651	1.024282	1.150056	0.4895212	1.276512	0.861733	1.04597	1.058281	0.9591839	0.8057048	0.986304	0.8656247	1.027332	1.207658	0.9026943	0.5206788	0.7498229	0.9527082	0.8741076	0.8417727	1.089182	1.062472	1.048094	0.8343595	0.7481512	0.6174805	0.9772749
"hsa_miR_4496"	1.648582	1.208621	1.478405	1.446577	0.9818496	1.167336	1.642016	1.785558	2.336283	1.416188	1.49566	1.407973	1.579344	1.355683	1.277971	1.456128	1.511468	0.93267	1.367167	1.591352	1.927163	1.561039	1.393754	2.416381	2.157012	1.557781	1.648357	1.656889	1.318275	1.083704	1.97127	1.880707	1.69588	1.866991	1.366919	2.122499	0.8164423	1.322322	1.468574
"hsa_miR_4497"	11.25856	11.69714	10.72528	11.62628	11.13765	11.30012	11.7016	10.5017	10.66366	10.34611	11.86729	12.75051	12.2654	12.67413	11.40558	11.92589	11.24749	11.3274	10.73573	11.48453	11.06217	11.06935	11.37378	10.82423	11.27838	11.00804	12.18065	10.86314	10.63805	11.52126	10.22916	11.84496	10.50503	11.13022	10.92326	12.07283	11.70334	11.6517	11.20227
"hsa_miR_4498"	5.013195	3.813191	3.354047	4.740903	4.509526	4.570887	4.548832	3.983951	4.645781	4.404099	4.387718	5.744254	5.549233	4.454806	4.499264	4.667862	4.272775	3.900719	3.587018	4.993643	2.353575	2.52834	4.76553	4.304055	4.932208	3.611033	4.709768	4.125108	4.443645	4.400045	4.385474	5.679271	3.596267	5.655312	4.278994	4.994885	3.425145	4.551088	4.436682
"hsa_miR_4419b"	0.7446494	0.9582109	0.9239755	1.406529	0.9353994	1.033974	1.111953	0.7498736	1.593302	0.8406751	1.077613	0.9229381	0.9171243	0.6215471	0.9813509	1.375835	1.055197	0.855536	0.9230648	1.097116	1.158888	0.8541607	0.7088196	1.425483	1.22231	1.345853	1.367417	1.14729	1.317019	0.779792	1.039516	0.6542841	1.318724	0.8144111	1.405144	0.9403661	0.8860805	0.7842981	0.9037405
"hsa_miR_4499"	1.527834	1.427313	1.010086	1.166341	1.157522	0.9054813	0.8795594	1.694629	1.378975	0.9123856	0.9288141	0.8557028	2.342535	1.668931	0.9037178	1.522557	1.871669	1.892319	0.8466157	1.669278	1.526387	0.8541607	1.166153	1.519108	1.28479	1.082239	1.032237	1.256113	1.117333	1.189465	2.446406	0.9666836	0.9189486	1.859754	0.8723399	1.541433	1.607716	1.200006	1.110429
"hsa_miR_4500"	0.8366307	0.7097656	1.045641	0.9003554	1.001164	0.8576131	0.9851954	1.130639	1.798522	1.510301	1.458537	0.8350494	0.5548644	0.7293334	1.02714	0.7343209	0.8620896	0.6258937	1.055238	0.9195209	0.6495458	0.8755732	1.079076	0.8266065	0.7542022	0.8935285	1.278644	0.8772116	0.8094054	0.8383541	1.023154	1.070047	0.6663471	0.6192678	0.8826203	0.8707572	1.078459	0.656744	1.581704
"hsa_miR_4501"	1.063542	1.203689	1.14752	1.119825	0.731541	0.9376116	1.074887	0.9429793	0.8849888	0.9723139	1.274715	0.4754751	0.6567441	0.913477	0.8484191	0.6022723	0.9900537	0.8509569	0.9588757	0.7217148	0.8159025	1.07836	1.142947	0.7540062	1.040284	0.889232	1.146826	0.6973929	0.9001319	1.371313	0.9769068	1.143304	0.8820155	0.8407734	1.025635	0.6909385	1.415696	0.7474408	0.6408442
"hsa_miR_4502"	1.115061	0.7515304	0.717085	1.227225	0.6585155	1.512641	1.319507	0.9058225	0.8287311	1.559629	0.7227243	0.7889218	1.417794	1.112254	1.309559	1.212865	0.863917	1.193286	1.247879	1.269442	0.9630235	0.6393424	1.040027	0.8614063	1.265848	0.7368491	1.081501	0.8876826	0.8667008	0.9998132	2.586086	1.147982	0.706566	0.7754489	0.9536693	0.7393618	0.9746562	1.594094	1.784926
"hsa_miR_4503"	1.127658	1.241694	1.074639	0.8690367	0.9585091	0.791687	0.960939	0.8240881	0.9365478	0.9913387	0.8027207	1.064141	0.826066	0.7622899	1.477406	0.656744	1.170741	1.070185	0.9753181	0.7547561	1.169938	0.6488401	0.8815428	0.9207277	1.070297	1.410863	0.9119624	1.02009	0.6402978	0.986555	1.031987	0.8756194	0.9616148	0.9078557	1.366919	0.8560131	1.278824	1.004755	1.710955
"hsa_miR_4504"	1.323095	0.8733249	0.9291254	1.383709	0.9765288	0.8155788	0.8534522	1.357913	1.293692	0.5689632	0.8031756	0.9713347	1.003103	0.6950821	1.089383	0.6595491	0.8639169	1.023582	0.9120952	0.6745516	0.8173743	0.826772	1.215719	1.213	0.8497868	0.6753676	0.8232323	0.7937455	1.189724	0.694759	1.205705	0.955708	1.384204	0.841666	0.7467015	1.033945	1.384178	0.8278261	0.6452591
"hsa_miR_4505"	7.121758	7.195971	6.66592	7.189432	7.600918	6.10407	8.43685	6.883398	6.099985	7.125895	6.976932	7.488005	8.121723	6.899921	7.279534	9.563984	7.526765	7.561536	7.888349	7.218521	6.542098	8.302429	6.570154	7.031368	7.324377	7.620856	7.662238	7.266665	8.745161	7.644238	7.363733	6.892971	6.76394	7.744658	7.545959	9.247097	8.083694	7.979638	7.015604
"hsa_miR_4506"	1.431692	1.154937	1.00433	1.844625	1.003153	1.031508	1.14752	1.011543	1.390054	1.410344	1.320806	0.6174811	1.037401	1.51545	1.729525	0.9237347	1.002816	0.8496425	1.142772	1.756813	0.835744	1.588272	1.521649	1.505837	1.18229	0.8270631	1.21353	1.336468	0.7007751	1.001164	1.108689	1.365144	1.003153	0.8565407	0.961048	1.358533	0.895972	0.6567441	1.229281
"hsa_miR_2392"	3.479693	2.465766	3.074989	1.620084	3.21103	1.121593	3.522955	3.218968	2.109396	1.151504	2.504967	1.840519	3.180241	3.130348	2.014779	4.173332	1.868801	1.587299	3.109231	3.728614	1.976789	1.757696	2.12886	4.213338	2.357792	1.993242	2.967034	1.955127	3.382187	2.528878	4.485864	2.643628	2.712368	2.347594	3.361661	3.064918	2.908384	4.094023	1.473285
"hsa_miR_4507"	7.564707	6.662646	6.478914	7.547123	7.547621	6.65551	8.064431	6.968378	6.651797	6.768954	7.700327	7.807223	8.33858	7.025476	6.951557	9.262316	7.602301	7.601775	7.952549	7.37922	7.056623	8.118878	6.352277	7.161362	7.100814	7.481196	7.496135	7.136176	8.064645	7.32696	7.023706	7.044522	6.84935	7.736781	8.227797	9.236007	7.767612	8.005133	7.224021
"hsa_miR_4508"	10.97295	10.20303	9.872975	10.46483	11.09747	10.06436	11.569	9.879854	9.578244	9.981491	10.18969	10.41439	11.06545	10.16284	10.40016	11.68864	10.9633	10.42425	11.25632	10.1988	9.966002	10.81799	10.00799	10.06333	10.50169	10.83626	10.9219	9.817382	11.08768	10.5905	10.5957	10.61098	9.757226	10.9096	11.11545	11.69924	10.82561	10.68516	10.84311
"hsa_miR_4509"	0.6479474	0.6600178	1.021574	1.201794	0.9680952	1.000905	1.426423	1.006582	1.090595	1.576813	1.782508	0.7907499	0.5781809	1.261398	0.6748953	1.051837	0.9615157	0.7277734	1.132278	1.058743	0.716058	1.07836	1.07836	0.632093	0.8532266	0.9843413	0.752791	0.8553513	1.035916	1.156397	1.347135	0.664324	1.075976	1.4967	0.9937218	1.009192	0.9050342	1.166937	1.029012
"hsa_miR_4510"	0.9545164	0.9017413	0.8770945	0.8388864	0.8078454	0.6068145	1.125684	1.259396	1.03168	1.266948	1.142658	0.6605066	0.4479376	0.9638065	1.239795	0.9304051	0.9637687	0.7477283	0.9881092	0.5435857	0.9744008	1.316578	0.8787787	0.7652742	1.335119	1.001997	1.082239	1.165046	0.6390179	0.9693197	1.252584	1.031722	1.488605	1.284313	1.011377	0.7851431	1.239133	1.146249	1.011562
"hsa_miR_4511"	1.316351	0.8078454	0.9398602	1.08991	1.101558	1.356814	0.8078454	0.6734245	1.293765	1.02735	0.8830352	1.332612	1.008609	1.305196	1.298207	0.8362005	0.8061341	0.545098	0.889747	0.9107658	0.8709383	1.303049	1.150771	0.7990902	1.129429	1.057291	1.449169	1.143252	0.6687661	0.9365674	1.020064	1.486968	0.9461083	1.024078	0.9322603	0.8621143	1.14931	1.039428	1.224138
"hsa_miR_4512"	0.5913038	0.9905651	0.6285199	0.7383479	0.6817993	1.066328	0.9916537	0.6469054	0.8488005	1.111081	0.3841707	1.156018	0.924097	0.7277734	0.7268748	0.9196224	0.5727895	0.6285199	1.233556	0.7907633	1.151323	0.8276415	0.8727385	0.8912673	0.7606605	1.385133	0.9529175	1.044322	1.060708	1.22182	1.028719	0.7297471	0.8488005	0.9251482	0.8140365	0.7080504	0.8785151	0.8601804	0.7761865
"hsa_miR_4513"	1.753438	1.450582	1.14752	1.620084	1.84228	1.727459	1.828418	1.795997	1.824535	1.613654	1.65282	1.300522	2.064174	1.061539	1.649801	1.66293	1.528202	1.272908	2.462243	1.935739	1.032529	0.6357728	1.79061	2.314181	1.571109	0.8343297	2.425863	1.789137	1.530235	1.922145	2.675049	1.921935	1.977121	1.110059	3.000721	1.870699	1.410772	3.970935	1.753574
"hsa_miR_4514"	0.8758053	1.003989	1.14752	0.8644769	0.8401337	1.049467	1.12012	1.643842	1.815202	0.8132743	0.7501543	1.169442	1.248073	1.099491	0.9678502	1.007791	0.868983	0.7735513	1.675898	1.389449	1.164341	1.025751	0.9450356	0.8536233	0.6190921	0.9974453	1.077581	0.8644769	1.204959	1.046942	1.66293	0.905722	1.485808	0.6133487	1.047508	1.031001	0.8565034	0.8433197	1.200315
"hsa_miR_4515"	1.082076	0.8854609	0.8412334	1.103428	0.8229417	0.8147027	0.9992864	1.011543	1.081586	0.5877707	1.080949	0.9922293	1.149841	0.8053889	1.30268	1.055974	0.9641523	0.7880867	1.132853	1.380135	0.5667708	0.8541607	1.178595	1.00527	0.9474726	0.6468519	1.462697	0.9035165	1.058031	1.167968	0.9995004	0.9904639	0.9568797	0.807132	1.91073	0.721884	0.9537883	1.11582	1.204562
"hsa_miR_4516"	12.01349	11.32282	10.56922	11.3357	11.37007	10.87989	11.31778	10.49049	11.46371	10.90049	11.75325	11.71418	12.4243	12.18868	11.09391	11.97677	11.23663	11.64754	10.34912	11.50321	11.53671	10.91018	11.09193	11.06703	10.82924	11.47601	11.70623	10.65968	10.73221	11.22126	10.40735	11.41498	11.05898	11.05562	11.31954	11.62243	11.07553	11.33652	11.30473
"hsa_miR_4517"	1.110484	0.9506345	1.310297	1.480289	1.187347	0.947729	0.8349937	1.25697	2.206274	1.205931	1.35978	1.235192	0.8678234	1.257708	1.336862	1.690078	0.9559552	0.7905248	0.86279	1.423243	0.8992918	1.255561	1.189888	1.657932	1.291162	0.8611067	1.074663	0.9428197	0.8974578	1.148561	1.059359	1.434707	1.282335	0.8033348	1.265851	1.325351	0.9050342	0.9393547	1.216614
"hsa_miR_4518"	0.8802217	0.8597058	0.5213499	1.211115	0.7840973	0.9837001	0.98419	0.6678757	1.016796	0.8761207	0.8460702	0.6953492	0.7904015	0.7796338	0.9576029	0.871646	0.8420137	1.143355	0.8466157	0.8957729	0.8577886	0.7626377	0.7632189	0.795313	0.6565906	1.291559	1.082239	0.6736448	1.139192	0.977416	0.931682	0.8420137	0.6908783	0.6333008	0.887576	1.008538	0.749351	0.632996	1.361482
"hsa_miR_4519"	1.241077	0.8355553	1.030005	1.003001	0.565757	0.8881292	1.151248	1.092408	1.123664	0.9665349	2.227906	1.261294	1.300001	0.6518824	0.9359732	1.092807	0.4332147	1.724873	1.129622	1.863667	0.9446264	1.185144	0.9511863	1.425483	1.190435	0.8242877	1.217571	1.227522	1.346486	0.6829282	1.101039	0.7452852	1.241723	1.003596	0.4360538	0.831722	0.741348	0.6638382	0.8939564
"hsa_miR_4520a_5p"	0.8603117	1.011997	0.2890246	0.659691	1.017434	0.8538149	1.154985	0.6910388	0.6567441	0.7998225	0.5187552	0.913477	0.8029732	0.7815591	0.7144824	0.8899863	0.4832727	0.8675781	0.7995191	0.7938009	0.8438079	1.218165	0.7260936	0.620427	0.6223446	1.091472	0.9119624	0.5299469	0.9050342	0.5423454	0.9295768	0.9051961	0.8052136	0.4153376	0.71269	0.8815314	1.446558	0.7901243	0.8431319
"hsa_miR_4520a_3p"	1.147318	0.6785892	1.173612	1.385815	1.001164	0.8362005	0.8352526	1.35743	0.8051068	0.8680823	0.8034626	0.913477	0.8051068	0.9204774	1.208037	1.059449	1.035543	0.8761361	0.8536161	1.12307	0.7827032	0.8611611	1.057013	1.087088	1.094756	0.9726503	1.284085	1.089412	1.053397	0.9917639	0.9512106	0.6973929	0.9783776	0.6252625	1.37392	1.093925	1.49126	0.9657376	0.9087999
"hsa_miR_4521"	2.630116	3.106185	1.469196	1.55317	2.819591	1.367635	2.213357	7.105643	3.744554	7.613835	7.227926	5.098208	8.710944	7.898535	2.151764	5.649509	5.562322	4.433692	1.975899	1.94806	1.071939	1.807455	5.702829	4.035616	3.289519	5.591682	3.326677	2.843619	1.268215	4.160476	2.491799	7.518518	3.720355	0.9817505	0.7212927	6.884099	8.712378	1.128193	1.817357
"hsa_miR_1269b"	1.544746	1.571723	0.8004839	1.058493	2.257003	2.185551	1.949012	2.917042	1.305775	1.069574	0.6830255	0.7148193	1.000838	0.9783599	2.256693	0.8362004	0.7790913	0.7277732	1.055238	0.8626831	1.044629	1.381461	0.5896497	0.8495821	0.6696131	0.5151424	1.170807	0.7821429	2.610253	1.004419	2.79206	2.47697	1.050113	1.078154	1.370175	1.095214	0.8649993	0.595911	0.8902285
"hsa_miR_4522"	1.084884	0.6600178	0.8715188	0.9628696	0.9924575	1.081076	1.275693	0.5232549	1.123664	1.126807	1.163986	0.8608326	1.08798	0.913477	0.7747681	0.9884213	0.7833218	1.042402	0.885015	1.085035	0.9315686	0.801704	0.85086	1.331892	1.432269	0.5365343	1.129341	0.8400226	0.7594478	0.9749489	0.8595058	0.744495	0.68612	1.114582	0.9288051	0.9498459	0.9909631	0.9563577	1.189465
"hsa_miR_4523"	1.416132	1.225263	0.6544855	0.9741223	1.200772	1.033974	0.8078454	1.200772	1.389684	1.353201	1.367186	1.582114	0.8610644	1.303737	0.9742198	1.051792	1.47919	1.123664	0.932869	1.388773	0.8297631	0.8985466	0.9185184	1.389423	0.8884573	0.7189199	0.9982157	1.541517	0.8944678	1.018571	1.271733	1.357496	0.5987992	1.038832	0.6841085	0.8418077	0.7954752	0.8249419	0.9773928
"hsa_miR_4524a_5p"	0.8362443	0.6600178	0.5450981	0.7014269	0.8621793	1.088307	0.526235	0.8001746	0.6326767	0.8447092	1.005198	0.917511	0.8573201	0.7318074	0.7875087	0.660778	0.6803591	0.5164046	1.059272	0.6009867	0.8603991	0.660778	1.082394	0.8881463	1.09879	0.8242877	0.7617868	1.074875	0.8162564	0.8278263	0.7086632	0.9445624	0.8118794	0.7761866	0.7857163	0.7452724	0.9090682	0.8821601	0.8733407
"hsa_miR_4524a_3p"	1.02429	0.8834099	1.072719	0.9147429	1.148409	0.9591726	0.6456257	0.7112268	0.9550903	0.8072627	0.9447966	0.8571095	1.004653	1.260237	1.133098	1.040878	1.027895	0.8631535	1.044119	0.9401646	0.8900744	1.35438	1.003559	1.052279	0.9234314	1.199746	1.007438	1.059723	1.133098	0.7714587	0.9510392	0.8338611	1.273118	1.115645	0.8194846	0.6161375	0.565484	0.9750711	0.9280308
"hsa_miR_4525"	1.923831	1.388326	1.241861	1.794441	1.849777	1.195765	1.702214	1.025914	1.217141	1.019583	1.638601	1.483229	1.400443	1.272416	1.64585	1.248073	1.056958	0.9959102	2.028388	1.669278	1.441008	1.502893	1.994932	2.811069	1.735471	1.441804	0.7999917	1.388726	2.047935	1.790639	1.666047	1.644355	2.284544	1.313048	1.472208	1.698045	1.577961	1.180316	1.128676
